GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",2506,181,(X),(X),32,39,1.3,1.6,214,104,8.5,4.3,9,20,4.2,9.2,164,136,6.5,5.4,0,16,0.0,16.6,134,124,5.3,5.0,23,36,17.2,33.3,301,147,12.0,5.9,0,16,0.0,9.5
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",1201,65,(X),(X),193,70,16.1,5.8,690,94,57.5,7.2,167,69,24.2,9.6,61,35,5.1,2.9,19,19,31.1,32.1,15,16,1.2,1.4,7,11,46.7,53.3,17,27,1.4,2.3,0,11,0.0,69.1
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",784,68,(X),(X),19,28,2.4,3.6,138,62,17.6,7.7,19,28,13.8,19.9,43,36,5.5,4.6,0,11,0.0,43.5,0,11,0.0,3.8,0,11,-,**,25,26,3.2,3.3,0,11,0.0,57.0
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",1722,86,(X),(X),341,112,19.8,6.3,898,134,52.1,7.3,249,102,27.7,11.1,268,98,15.6,5.5,85,55,31.7,16.1,65,54,3.8,3.1,0,16,0.0,34.9,59,47,3.4,2.7,7,11,11.9,20.4
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",1001,79,(X),(X),29,37,2.9,3.7,115,74,11.5,7.3,22,34,19.1,27.9,97,62,9.7,6.1,7,15,7.2,14.8,0,11,0.0,2.9,0,11,-,**,116,74,11.6,7.3,0,11,0.0,22.5
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",2424,150,(X),(X),549,215,22.6,8.5,1513,211,62.4,8.1,499,193,33.0,11.8,152,81,6.3,3.3,34,52,22.4,30.7,22,34,0.9,1.4,0,16,0.0,60.7,119,103,4.9,4.2,16,28,13.4,27.6
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",593,36,(X),(X),61,43,10.3,7.2,203,62,34.2,10.0,61,43,30.0,18.2,22,18,3.7,3.1,0,11,0.0,60.7,0,11,0.0,4.9,0,11,-,**,36,32,6.1,5.4,0,11,0.0,47.5
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",3219,117,(X),(X),570,153,17.7,4.7,1974,207,61.3,5.5,479,146,24.3,6.9,149,72,4.6,2.2,23,27,15.4,18.7,0,16,0.0,0.9,0,16,-,**,104,60,3.2,1.9,68,63,65.4,38.0
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",1603,59,(X),(X),125,70,7.8,4.4,551,91,34.4,5.5,102,74,18.5,12.0,70,55,4.4,3.4,16,27,22.9,36.3,0,11,0.0,1.9,0,11,-,**,158,69,9.9,4.3,7,11,4.4,7.4
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",1466,102,(X),(X),321,99,21.9,6.7,867,119,59.1,6.6,298,100,34.4,10.9,44,36,3.0,2.5,0,11,0.0,43.0,0,11,0.0,2.0,0,11,-,**,66,39,4.5,2.7,23,25,34.8,32.2
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",1358,71,(X),(X),67,58,4.9,4.3,237,100,17.5,7.2,46,49,19.4,17.8,44,40,3.2,3.0,21,33,47.7,52.3,0,11,0.0,2.2,0,11,-,**,76,62,5.6,4.5,0,11,0.0,31.4
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",550,40,(X),(X),194,53,35.3,8.7,334,69,60.7,10.6,138,51,41.3,12.3,31,28,5.6,5.2,11,17,35.5,47.4,45,26,8.2,4.8,45,26,100.0,42.5,0,11,0.0,5.3,0,11,-,**
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",1009,73,(X),(X),0,11,0.0,2.9,45,40,4.5,4.0,0,11,0.0,42.5,53,48,5.3,4.7,0,11,0.0,39.1,6,10,0.6,0.9,0,11,0.0,100.0,45,38,4.5,3.7,0,11,0.0,42.5
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",1671,81,(X),(X),408,98,24.4,5.9,1082,108,64.8,6.1,365,95,33.7,7.5,55,41,3.3,2.5,25,28,45.5,42.7,48,25,2.9,1.5,0,16,0.0,41.1,50,42,3.0,2.5,18,29,36.0,46.9
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",1753,66,(X),(X),619,132,35.3,7.4,1258,126,71.8,6.8,556,113,44.2,8.0,94,61,5.4,3.5,32,37,34.0,34.4,0,16,0.0,1.7,0,16,-,**,55,42,3.1,2.4,31,37,56.4,37.9
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",1510,81,(X),(X),395,113,26.2,7.6,1210,103,80.1,5.0,373,114,30.8,9.5,16,21,1.1,1.4,5,13,31.3,68.7,5,11,0.3,0.7,5,11,100.0,100.0,50,34,3.3,2.2,12,19,24.0,32.6
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",1449,39,(X),(X),436,111,30.1,7.6,1007,131,69.5,8.3,356,103,35.4,9.2,53,46,3.7,3.2,15,19,28.3,36.5,55,39,3.8,2.7,46,39,83.6,29.3,67,44,4.6,3.1,19,29,28.4,39.5
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",1551,71,(X),(X),429,121,27.7,7.6,1219,102,78.6,5.1,388,114,31.8,8.5,68,54,4.4,3.5,11,16,16.2,25.7,66,40,4.3,2.6,30,28,45.5,38.2,24,26,1.5,1.7,0,11,0.0,58.2
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",1214,69,(X),(X),391,112,32.2,9.0,915,121,75.4,8.7,298,101,32.6,9.3,29,28,2.4,2.3,21,24,72.4,38.2,46,37,3.8,3.1,37,34,80.4,32.8,35,53,2.9,4.4,35,53,100.0,48.2
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",1067,66,(X),(X),42,45,3.9,4.2,116,57,10.9,5.3,42,45,36.2,32.4,53,43,5.0,4.1,0,11,0.0,39.1,0,11,0.0,2.8,0,11,-,**,45,42,4.2,4.0,0,11,0.0,42.5
1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",1358,78,(X),(X),328,109,24.2,7.5,1000,113,73.6,6.8,328,109,32.8,10.4,27,32,2.0,2.4,0,11,0.0,54.8,26,30,1.9,2.2,0,11,0.0,55.9,14,22,1.0,1.6,0,11,0.0,76.1
1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",2308,126,(X),(X),528,196,22.9,8.5,1381,236,59.8,9.0,435,181,31.5,12.2,68,64,2.9,2.8,0,16,0.0,33.9,0,16,0.0,1.3,0,16,-,**,151,103,6.5,4.5,93,87,61.6,38.0
1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",1149,100,(X),(X),13,34,1.1,2.9,154,84,13.4,6.9,13,34,8.4,18.8,69,71,6.0,6.2,0,11,0.0,33.6,9,14,0.8,1.2,0,11,0.0,95.0,40,42,3.5,3.7,0,11,0.0,45.1
1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",1238,51,(X),(X),253,89,20.4,7.2,872,97,70.4,7.0,222,81,25.5,9.4,66,44,5.3,3.6,9,15,13.6,23.4,0,11,0.0,2.4,0,11,-,**,30,36,2.4,2.9,22,33,73.3,52.5
1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",2650,143,(X),(X),868,239,32.8,8.7,1713,264,64.6,8.5,773,237,45.1,12.2,144,86,5.4,3.3,25,39,17.4,29.0,84,64,3.2,2.4,70,60,83.3,27.9,51,46,1.9,1.7,0,16,0.0,39.9
1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",1538,68,(X),(X),188,85,12.2,5.5,457,100,29.7,6.2,114,71,24.9,13.7,75,50,4.9,3.3,0,11,0.0,31.7,0,11,0.0,1.9,0,11,-,**,172,80,11.2,5.1,74,55,43.0,21.8
1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",1396,65,(X),(X),89,51,6.4,3.6,213,67,15.3,5.0,79,49,37.1,20.8,50,29,3.6,2.1,0,11,0.0,40.3,49,52,3.5,3.8,0,11,0.0,40.7,388,94,27.8,6.3,10,17,2.6,4.5
1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",1160,81,(X),(X),121,63,10.4,5.4,587,107,50.6,8.4,87,58,14.8,10.0,73,59,6.3,5.0,20,28,27.4,38.4,23,20,2.0,1.7,14,13,60.9,43.1,50,50,4.3,4.3,0,11,0.0,40.3
1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",2874,133,(X),(X),624,201,21.7,7.1,1862,161,64.8,5.6,503,177,27.0,9.3,176,104,6.1,3.6,74,68,42.0,31.9,45,39,1.6,1.4,28,35,62.2,48.6,57,51,2.0,1.8,19,29,33.3,44.4
1400000US36005041400,36005041400,"Census Tract 414, Bronx County, New York",1617,103,(X),(X),98,67,6.1,4.1,332,105,20.5,6.4,66,60,19.9,16.0,146,66,9.0,4.1,32,37,21.9,22.0,12,18,0.7,1.2,0,11,0.0,82.3,67,67,4.1,4.1,0,11,0.0,34.3
1400000US36005041500,36005041500,"Census Tract 415, Bronx County, New York",2294,48,(X),(X),518,164,22.6,7.1,1331,188,58.0,7.8,508,164,38.2,12.0,71,47,3.1,2.1,10,16,14.1,22.6,21,32,0.9,1.4,0,16,0.0,62.2,48,44,2.1,1.9,0,16,0.0,41.1
1400000US36005041800,36005041800,"Census Tract 418, Bronx County, New York",1295,45,(X),(X),109,58,8.4,4.5,474,99,36.6,7.1,84,48,17.7,9.7,114,51,8.8,3.9,25,40,21.9,28.4,14,16,1.1,1.3,0,11,0.0,76.1,79,70,6.1,5.3,0,11,0.0,30.6
1400000US36005041900,36005041900,"Census Tract 419, Bronx County, New York",2535,106,(X),(X),603,157,23.8,6.2,1448,243,57.1,8.8,408,136,28.2,8.9,170,106,6.7,4.3,131,96,77.1,23.8,134,76,5.3,3.0,44,48,32.8,29.8,87,50,3.4,2.0,20,30,23.0,31.6
1400000US36005042000,36005042000,"Census Tract 420, Bronx County, New York",1410,65,(X),(X),168,67,11.9,4.7,493,76,35.0,5.4,150,65,30.4,12.0,16,25,1.1,1.8,0,11,0.0,71.2,30,34,2.1,2.4,18,29,60.0,57.8,46,62,3.3,4.4,0,11,0.0,42.0
1400000US36005042100,36005042100,"Census Tract 421, Bronx County, New York",2118,136,(X),(X),599,160,28.3,7.1,1221,163,57.6,6.9,527,167,43.2,12.0,208,100,9.8,4.9,72,56,34.6,26.6,122,67,5.8,3.2,0,16,0.0,21.6,47,48,2.2,2.3,0,16,0.0,41.6
1400000US36005042200,36005042200,"Census Tract 422, Bronx County, New York",1053,73,(X),(X),65,43,6.2,4.0,148,60,14.1,5.6,29,26,19.6,17.4,49,48,4.7,4.5,24,37,49.0,46.6,0,11,0.0,2.8,0,11,-,**,49,34,4.7,3.2,12,18,24.5,31.8
1400000US36005042300,36005042300,"Census Tract 423, Bronx County, New York",1427,62,(X),(X),288,94,20.2,6.6,754,130,52.8,8.8,186,79,24.7,10.1,163,56,11.4,4.0,89,49,54.6,20.5,5,9,0.4,0.6,0,11,0.0,100.0,13,20,0.9,1.4,13,20,100.0,79.0
1400000US36005042400,36005042400,"Census Tract 424, Bronx County, New York",808,46,(X),(X),17,21,2.1,2.6,125,59,15.5,7.0,0,11,0.0,21.1,30,29,3.7,3.6,0,11,0.0,52.0,17,21,2.1,2.6,17,21,100.0,69.1,21,15,2.6,1.9,0,11,0.0,62.2
1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",2172,112,(X),(X),615,191,28.3,8.2,1421,196,65.4,7.0,503,186,35.4,9.9,330,111,15.2,5.3,93,87,28.2,21.7,11,22,0.5,1.0,0,16,0.0,85.9,35,39,1.6,1.8,19,30,54.3,54.3
1400000US36005042600,36005042600,"Census Tract 426, Bronx County, New York",2007,131,(X),(X),68,84,3.4,4.2,201,93,10.0,4.5,48,77,23.9,34.6,128,86,6.4,4.3,0,16,0.0,20.7,36,43,1.8,2.2,20,31,55.6,55.6,244,135,12.2,6.7,0,16,0.0,11.6
1400000US36005042800,36005042800,"Census Tract 428, Bronx County, New York",680,42,(X),(X),13,13,1.9,1.9,89,48,13.1,6.9,13,13,14.6,14.1,16,19,2.4,2.8,0,11,0.0,71.2,0,11,0.0,4.3,0,11,-,**,56,36,8.2,5.3,0,11,0.0,38.1
1400000US36005042901,36005042901,"Census Tract 429.01, Bronx County, New York",1259,38,(X),(X),242,89,19.2,6.9,672,87,53.4,6.4,204,77,30.4,10.0,138,45,11.0,3.6,24,28,17.4,21.3,0,11,0.0,2.4,0,11,-,**,131,86,10.4,6.9,14,22,10.7,17.8
1400000US36005042902,36005042902,"Census Tract 429.02, Bronx County, New York",1626,62,(X),(X),301,105,18.5,6.3,920,144,56.6,7.7,282,103,30.7,10.0,39,38,2.4,2.4,5,9,12.8,28.2,22,25,1.4,1.5,14,22,63.6,58.1,10,16,0.6,1.0,0,11,0.0,90.1
1400000US36005043000,36005043000,"Census Tract 430, Bronx County, New York",1050,66,(X),(X),15,22,1.4,2.1,162,99,15.4,9.0,7,16,4.3,10.0,159,103,15.1,9.8,8,14,5.0,10.5,0,11,0.0,2.8,0,11,-,**,12,19,1.1,1.8,0,11,0.0,82.3
1400000US36005043100,36005043100,"Census Tract 431, Bronx County, New York",3526,106,(X),(X),710,236,20.1,6.6,2018,222,57.2,5.9,536,208,26.6,9.9,334,94,9.5,2.7,84,73,25.1,19.5,132,85,3.7,2.4,63,73,47.7,37.9,108,105,3.1,3.0,27,44,25.0,43.9
1400000US36005043400,36005043400,"Census Tract 434, Bronx County, New York",1257,73,(X),(X),126,63,10.0,5.0,328,94,26.1,7.2,105,58,32.0,18.6,53,40,4.2,3.2,21,29,39.6,38.5,0,11,0.0,2.4,0,11,-,**,28,27,2.2,2.2,0,11,0.0,53.8
1400000US36005043500,36005043500,"Census Tract 435, Bronx County, New York",24,15,(X),(X),8,9,33.3,33.7,8,9,33.3,33.7,8,9,100.0,100.0,0,11,0.0,58.2,0,11,-,**,0,11,0.0,58.2,0,11,-,**,0,11,0.0,58.2,0,11,-,**
1400000US36005043600,36005043600,"Census Tract 436, Bronx County, New York",713,33,(X),(X),6,11,0.8,1.5,84,41,11.8,5.8,0,11,0.0,29.2,21,19,2.9,2.7,6,11,28.6,45.6,0,11,0.0,4.1,0,11,-,**,40,27,5.6,3.9,0,11,0.0,45.1
1400000US36005044200,36005044200,"Census Tract 442, Bronx County, New York",1222,81,(X),(X),75,60,6.1,4.9,242,119,19.8,9.2,50,50,20.7,17.5,58,48,4.7,4.0,25,38,43.1,53.1,0,11,0.0,2.4,0,11,-,**,32,33,2.6,2.7,0,11,0.0,50.4
1400000US36005044400,36005044400,"Census Tract 444, Bronx County, New York",1240,77,(X),(X),86,56,6.9,4.5,143,58,11.5,4.8,49,41,34.3,24.4,61,54,4.9,4.3,28,42,45.9,50.2,9,14,0.7,1.2,9,14,100.0,95.0,40,35,3.2,2.9,0,11,0.0,45.1
1400000US36005044800,36005044800,"Census Tract 448, Bronx County, New York",653,53,(X),(X),19,25,2.9,3.8,58,27,8.9,4.2,19,25,32.8,41.4,21,25,3.2,3.9,0,11,0.0,62.2,4,6,0.6,0.9,0,11,0.0,100.0,0,11,0.0,4.5,0,11,-,**
1400000US36005044901,36005044901,"Census Tract 449.01, Bronx County, New York",692,51,(X),(X),6,10,0.9,1.4,53,36,7.7,5.2,0,11,0.0,39.1,82,40,11.8,5.6,6,10,7.3,12.2,4,6,0.6,0.8,0,11,0.0,100.0,0,11,0.0,4.2,0,11,-,**
1400000US36005044902,36005044902,"Census Tract 449.02, Bronx County, New York",831,54,(X),(X),21,25,2.5,3.0,96,50,11.6,6.0,14,21,14.6,22.1,85,37,10.2,4.6,7,11,8.2,12.0,0,11,0.0,3.5,0,11,-,**,6,9,0.7,1.0,0,11,0.0,100.0
1400000US36005045101,36005045101,"Census Tract 451.01, Bronx County, New York",742,55,(X),(X),12,14,1.6,1.9,89,51,12.0,6.7,6,11,6.7,15.2,73,40,9.8,5.2,6,9,8.2,12.2,18,16,2.4,2.1,0,11,0.0,67.2,8,13,1.1,1.8,0,11,0.0,100.0
1400000US36005045102,36005045102,"Census Tract 451.02, Bronx County, New York",864,55,(X),(X),44,38,5.1,4.4,72,46,8.3,5.3,8,11,11.1,16.5,150,68,17.4,7.8,36,36,24.0,22.3,0,11,0.0,3.4,0,11,-,**,3,6,0.3,0.6,0,11,0.0,100.0
1400000US36005045600,36005045600,"Census Tract 456, Bronx County, New York",955,98,(X),(X),20,31,2.1,3.2,183,95,19.2,9.5,0,11,0.0,15.1,192,96,20.1,10.0,20,31,10.4,15.5,18,27,1.9,2.8,0,11,0.0,67.2,30,39,3.1,4.0,0,11,0.0,52.0
1400000US36005045800,36005045800,"Census Tract 458, Bronx County, New York",1983,105,(X),(X),267,114,13.5,5.8,1141,154,57.5,8.2,258,113,22.6,10.4,42,36,2.1,1.8,9,14,21.4,30.4,0,16,0.0,1.5,0,16,-,**,27,39,1.4,2.0,0,16,0.0,54.8
1400000US36005046000,36005046000,"Census Tract 460, Bronx County, New York",971,63,(X),(X),90,73,9.3,7.4,291,102,30.0,9.7,90,73,30.9,22.4,83,49,8.5,5.0,0,11,0.0,29.5,0,11,0.0,3.0,0,11,-,**,29,46,3.0,4.7,0,11,0.0,52.9
1400000US36005046201,36005046201,"Census Tract 462.01, Bronx County, New York",12683,292,(X),(X),1314,460,10.4,3.6,3304,667,26.1,5.0,822,424,24.9,11.2,451,242,3.6,1.9,268,174,59.4,24.3,91,102,0.7,0.8,43,70,47.3,52.7,687,355,5.4,2.8,181,191,26.3,24.9
1400000US36005046202,36005046202,"Census Tract 462.02, Bronx County, New York",2538,116,(X),(X),125,92,4.9,3.6,605,173,23.8,6.8,103,85,17.0,12.8,142,91,5.6,3.6,0,16,0.0,18.9,45,42,1.8,1.6,22,34,48.9,51.1,172,108,6.8,4.2,0,16,0.0,15.9
1400000US36005048400,36005048400,"Census Tract 484, Bronx County, New York",1194,78,(X),(X),37,35,3.1,2.9,155,67,13.0,5.5,37,35,23.9,20.8,75,64,6.3,5.3,0,11,0.0,31.7,0,11,0.0,2.5,0,11,-,**,28,26,2.3,2.2,0,11,0.0,53.8
1400000US36005050400,36005050400,"Census Tract 504, Bronx County, New York",21,17,(X),(X),0,11,0.0,62.2,9,9,42.9,42.8,0,11,0.0,95.0,4,6,19.0,30.6,0,11,0.0,100.0,0,11,0.0,62.2,0,11,-,**,0,11,0.0,62.2,0,11,-,**
1400000US36005051600,36005051600,"Census Tract 516, Bronx County, New York",1779,175,(X),(X),67,104,3.8,5.8,270,98,15.2,5.3,67,104,24.8,33.2,123,82,6.9,4.5,0,11,0.0,21.4,55,42,3.1,2.4,0,11,0.0,38.4,0,11,0.0,1.7,0,11,-,**
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",2201,111,(X),(X),115,121,5.2,5.5,117,110,5.3,4.9,66,102,56.4,54.1,252,129,11.4,5.8,0,11,0.0,11.2,130,97,5.9,4.5,49,77,37.7,45.1,0,11,0.0,1.4,0,11,-,**
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",414,35,(X),(X),139,50,33.6,12.1,363,35,87.7,6.1,124,49,34.2,12.9,13,14,3.1,3.4,0,11,0.0,79.0,0,11,0.0,7.0,0,11,-,**,15,17,3.6,4.0,15,17,100.0,73.6
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",1876,170,(X),(X),15,25,0.8,1.3,185,114,9.9,6.0,0,11,0.0,14.9,178,112,9.5,5.9,15,25,8.4,14.6,18,31,1.0,1.6,0,11,0.0,67.2,19,29,1.0,1.5,0,11,0.0,65.4
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",1775,116,(X),(X),131,68,7.4,3.8,125,74,7.0,4.2,7,11,5.6,9.9,136,57,7.7,3.1,46,45,33.8,25.5,165,79,9.3,4.4,78,57,47.3,28.3,19,28,1.1,1.6,0,11,0.0,65.4
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",1528,92,(X),(X),34,28,2.2,1.8,87,69,5.7,4.4,9,13,10.3,17.2,147,73,9.6,4.8,0,11,0.0,18.4,48,32,3.1,2.1,25,24,52.1,35.8,15,17,1.0,1.1,0,11,0.0,73.6
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",1879,121,(X),(X),12,19,0.6,1.0,106,51,5.6,2.7,12,19,11.3,16.9,173,89,9.2,4.7,0,11,0.0,15.9,83,67,4.4,3.6,0,11,0.0,29.5,0,11,0.0,1.6,0,11,-,**
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",1893,153,(X),(X),42,29,2.2,1.6,96,63,5.1,3.3,0,11,0.0,26.3,134,69,7.1,3.6,0,11,0.0,19.9,200,89,10.6,4.6,42,29,21.0,15.2,16,18,0.8,0.9,0,11,0.0,71.2
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",610,43,(X),(X),0,11,0.0,4.8,30,28,4.9,4.5,0,11,0.0,52.0,110,38,18.0,6.6,0,11,0.0,23.6,32,21,5.2,3.4,0,11,0.0,50.4,8,13,1.3,2.2,0,11,0.0,100.0
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",887,63,(X),(X),32,20,3.6,2.2,123,41,13.9,4.7,12,13,9.8,10.5,94,37,10.6,4.0,10,11,10.6,11.9,44,30,5.0,3.2,5,8,11.4,18.3,10,10,1.1,1.1,5,8,50.0,50.0
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",2784,147,(X),(X),400,104,14.4,3.7,409,99,14.7,3.5,83,48,20.3,11.4,252,85,9.1,3.0,68,57,27.0,18.1,533,101,19.1,3.5,249,77,46.7,11.5,26,24,0.9,0.9,0,16,0.0,55.9
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",363,52,(X),(X),78,41,21.5,11.1,281,51,77.4,9.9,63,39,22.4,13.6,0,11,0.0,7.9,0,11,-,**,31,21,8.5,5.7,15,14,48.4,37.5,0,11,0.0,7.9,0,11,-,**
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",1866,129,(X),(X),10,16,0.5,0.9,146,64,7.8,3.5,0,11,0.0,18.5,263,98,14.1,5.0,0,11,0.0,10.8,56,37,3.0,2.0,10,16,17.9,26.5,64,52,3.4,2.8,0,11,0.0,35.3
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",1668,62,(X),(X),586,148,35.1,8.7,876,101,52.5,5.3,348,123,39.7,12.3,116,54,7.0,3.3,94,47,81.0,19.6,209,57,12.5,3.4,94,40,45.0,17.3,50,32,3.0,1.9,50,32,100.0,40.3
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",1589,59,(X),(X),200,108,12.6,6.7,348,103,21.9,6.4,82,63,23.6,15.7,0,11,0.0,1.9,0,11,-,**,197,94,12.4,5.9,118,73,59.9,22.2,0,11,0.0,1.9,0,11,-,**
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",1307,62,(X),(X),201,74,15.4,5.7,342,71,26.2,5.3,105,56,30.7,18.1,33,39,2.5,3.0,0,11,0.0,49.6,170,45,13.0,3.4,96,61,56.5,24.3,46,53,3.5,4.0,0,11,0.0,42.0
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",689,47,(X),(X),71,43,10.3,6.2,85,43,12.3,6.2,20,34,23.5,35.5,118,43,17.1,6.5,18,15,15.3,12.0,59,36,8.6,5.2,21,15,35.6,26.1,36,23,5.2,3.3,12,20,33.3,42.5
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",1017,55,(X),(X),64,37,6.3,3.6,87,45,8.6,4.3,18,25,20.7,25.5,71,35,7.0,3.5,4,7,5.6,9.6,115,47,11.3,4.6,31,28,27.0,21.1,26,20,2.6,1.9,11,12,42.3,41.0
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",1594,89,(X),(X),87,64,5.5,3.9,228,109,14.3,6.6,52,46,22.8,20.1,182,75,11.4,4.8,0,11,0.0,15.2,91,51,5.7,3.2,11,17,12.1,16.9,59,49,3.7,3.0,24,40,40.7,50.9
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",1273,99,(X),(X),152,74,11.9,5.7,170,94,13.4,7.3,0,11,0.0,16.1,270,95,21.2,7.4,53,36,19.6,14.5,102,48,8.0,3.8,37,32,36.3,22.7,127,80,10.0,6.1,62,54,48.8,26.5
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",812,55,(X),(X),50,34,6.2,4.1,79,37,9.7,4.4,26,25,32.9,26.7,31,23,3.8,2.7,0,11,0.0,51.2,47,26,5.8,3.2,11,11,23.4,20.4,45,30,5.5,3.7,13,20,28.9,36.0
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",1783,107,(X),(X),321,110,18.0,6.0,154,69,8.6,3.8,29,48,18.8,26.6,445,125,25.0,6.8,168,84,37.8,16.3,231,85,13.0,4.6,88,48,38.1,18.3,91,63,5.1,3.6,36,45,39.6,41.2
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",617,43,(X),(X),13,16,2.1,2.5,48,29,7.8,4.5,9,14,18.8,27.4,74,35,12.0,5.6,0,11,0.0,32.0,50,27,8.1,4.5,4,7,8.0,14.6,35,23,5.7,3.8,0,11,0.0,48.2
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",620,55,(X),(X),43,29,6.9,4.8,51,36,8.2,5.7,0,11,0.0,39.9,128,42,20.6,6.9,27,20,21.1,14.5,52,32,8.4,5.0,16,25,30.8,37.3,22,17,3.5,2.8,0,11,0.0,60.7
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",1220,67,(X),(X),55,38,4.5,3.1,144,60,11.8,4.9,31,29,21.5,18.7,129,67,10.6,5.4,0,11,0.0,20.6,82,48,6.7,3.9,10,14,12.2,17.5,34,27,2.8,2.2,14,17,41.2,47.4
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",1412,109,(X),(X),18,22,1.3,1.6,97,58,6.9,4.0,8,12,8.2,12.1,179,84,12.7,5.9,0,11,0.0,15.4,97,48,6.9,3.4,10,15,10.3,16.1,9,15,0.6,1.1,0,11,0.0,95.0
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",1596,83,(X),(X),43,34,2.7,2.2,217,93,13.6,5.7,27,28,12.4,13.6,109,50,6.8,3.1,9,14,8.3,13.5,113,70,7.1,4.3,7,11,6.2,10.0,10,16,0.6,1.0,0,11,0.0,90.1
